,ID,Reason_absence,Month_absence,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_load_Average_day,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_hours
299,20,28,8,6,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,4
300,11,23,8,3,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,4
301,15,28,9,6,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,4
302,20,28,9,6,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,4
303,1,26,10,2,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4
304,15,28,10,3,4,291,31,12,40,265.017,88,0,1,1,1,0,1,73,171,25,4
305,15,12,11,6,4,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,4
306,20,28,12,6,4,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,4
307,1,14,12,3,2,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,4
308,14,23,1,3,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,4
309,36,26,1,2,2,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,4
310,20,28,3,6,2,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,4
311,3,28,4,4,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
312,18,26,4,6,3,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4
313,13,22,4,2,3,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4
314,33,26,4,2,3,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4
315,20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4
316,3,28,4,2,3,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
317,3,28,5,4,3,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4
318,28,23,6,5,3,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4
319,20,28,6,6,3,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4
320,3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4
321,28,25,7,5,1,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4
322,20,26,7,2,1,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4
323,3,25,8,5,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
324,24,28,8,3,1,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4
325,34,28,8,3,1,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4
326,15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4
327,3,25,8,2,1,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
328,1,23,8,3,1,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4
329,3,23,9,2,1,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,4
330,28,23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,4
331,28,23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,4
332,33,14,11,5,4,248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32,4
333,10,14,12,5,4,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,4
334,3,10,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4
335,14,28,4,3,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4
336,5,26,7,4,1,235,20,13,43,264.604,93,0,1,1,1,0,0,106,167,38,4
337,34,28,7,2,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,4
338,1,11,7,3,1,235,11,14,37,264.604,93,0,3,1,0,0,1,88,172,29,4
339,34,23,9,2,1,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,3
340,3,23,9,3,1,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
341,28,18,9,4,4,225,26,9,28,241.476,92,0,1,1,0,0,2,69,169,24,3
342,3,23,9,4,4,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
343,3,23,9,6,4,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
344,3,23,10,3,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89,170,31,3
345,34,23,10,3,4,118,10,10,37,253.465,93,0,1,0,0,0,0,83,172,28,3
346,3,23,10,6,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89,170,31,3
347,28,23,10,6,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,3
349,28,23,10,4,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,3
350,20,28,10,6,4,260,50,11,36,253.465,93,0,1,4,1,0,0,65,168,23,3
351,28,23,11,4,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
352,28,13,11,6,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
353,28,28,11,3,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
354,15,23,11,5,4,291,31,12,40,306.345,93,0,1,1,1,0,1,73,171,25,3
355,28,28,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,3
356,20,28,12,6,4,260,50,11,36,261.306,97,0,1,4,1,0,0,65,168,23,3
357,11,22,1,5,2,289,36,13,33,308.593,95,0,1,2,1,0,1,90,172,30,3
358,28,25,2,5,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,3
359,30,19,3,3,2,157,27,6,29,343.253,95,0,1,0,1,1,0,75,185,22,3
360,33,14,3,6,2,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
361,3,13,3,4,3,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,3
362,33,14,3,6,3,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
363,15,23,4,6,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,3
364,1,7,4,6,3,235,11,14,37,326.452,96,0,3,1,0,0,1,88,172,29,3
365,30,25,7,2,1,157,27,6,29,275.312,98,0,1,0,1,1,0,75,185,22,3
366,30,19,8,6,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,3
367,36,13,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,3
368,3,23,9,6,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,3
369,15,28,9,3,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
370,15,28,9,6,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
371,34,7,10,2,4,118,10,10,37,265.017,88,0,1,0,0,0,0,83,172,28,3
372,20,28,10,6,4,260,50,11,36,265.017,88,0,1,4,1,0,0,65,168,23,3
373,20,28,11,6,4,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,3
374,34,11,11,4,4,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,3
375,3,28,11,5,4,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,3
376,28,12,12,2,4,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24,3
377,1,23,12,2,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,3
378,3,28,12,2,2,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,3
379,3,27,2,4,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
380,11,22,2,6,2,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,3
381,20,28,2,6,2,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,3
382,3,23,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
384,3,27,2,6,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
385,3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
390,36,14,3,3,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,3
391,20,28,4,6,3,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3
392,22,23,5,4,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3
393,20,28,5,6,3,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3
394,17,8,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3
395,28,25,5,4,3,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3
397,34,23,6,2,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3
398,3,28,6,2,3,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3
399,24,28,6,3,3,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3
400,20,28,8,2,1,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3
401,34,28,9,3,1,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3
402,25,11,10,5,4,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,3
403,32,14,10,4,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,3
404,13,23,10,3,4,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,3
405,3,28,10,4,4,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,3
406,28,10,10,6,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
407,28,13,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
408,34,28,11,4,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,3
409,28,14,11,5,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,3
410,28,23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
411,28,23,12,6,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
413,28,23,12,5,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
414,22,13,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,3
415,17,18,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,3
416,3,27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
417,3,27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
418,28,23,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
419,28,28,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
420,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
421,3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
422,28,25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
423,3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
424,12,12,2,4,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3
425,25,25,2,2,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3
426,9,25,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3
427,33,25,3,3,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
428,3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
429,22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3
430,25,25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3
432,3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
433,33,23,3,5,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
435,3,27,3,6,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
436,3,27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
437,3,27,3,4,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
438,3,27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
439,36,23,4,3,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3
440,25,16,4,3,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3
441,29,19,5,4,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3
442,34,8,5,4,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3
443,36,5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3
444,28,6,5,4,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3
445,22,27,6,4,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
446,36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,3
447,22,13,6,2,1,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
448,34,25,6,2,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
449,34,10,6,4,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
450,12,22,6,4,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,3
451,3,23,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,2
452,11,23,7,5,1,289,36,13,33,239.554,97,0,1,2,1,0,1,90,172,30,2
453,3,23,7,6,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,2
455,33,23,8,4,1,248,25,14,47,205.917,92,0,1,2,0,0,1,86,165,32,2
456,3,23,8,6,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,2
457,3,23,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,2
458,27,23,9,3,1,184,42,7,27,241.476,92,0,1,0,0,0,0,58,167,21,2
459,14,23,9,4,1,155,12,14,34,241.476,92,0,1,2,1,0,0,95,196,25,2
460,28,23,9,3,4,225,26,9,28,241.476,92,0,1,1,0,0,2,69,169,24,2
461,34,23,9,3,4,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,2
462,28,23,10,4,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,2
463,33,23,10,4,4,248,25,14,47,253.465,93,0,1,2,0,0,1,86,165,32,2
464,28,28,10,3,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,2
465,36,23,12,4,4,118,13,18,50,261.306,97,0,1,1,1,0,0,98,178,31,2
466,28,23,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
467,28,23,12,3,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
468,34,27,12,6,4,118,10,10,37,261.306,97,0,1,0,0,0,0,83,172,28,2
469,28,23,12,6,2,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
470,28,27,1,4,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
471,27,23,1,5,2,184,42,7,27,308.593,95,0,1,0,0,0,0,58,167,21,2
472,28,28,1,5,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
473,34,27,1,2,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
474,28,27,1,3,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
475,34,27,1,3,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
476,34,27,1,4,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
477,34,27,1,5,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
478,34,27,1,6,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
484,14,28,2,5,2,155,12,14,34,302.585,99,0,1,2,1,0,0,95,196,25,2
485,20,28,2,6,2,260,50,11,36,302.585,99,0,1,4,1,0,0,65,168,23,2
486,28,28,2,2,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2
487,28,23,2,3,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2
488,19,28,3,3,2,291,50,12,32,343.253,95,0,1,0,1,0,0,65,169,23,2
489,28,23,3,4,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
490,28,28,3,6,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
491,28,28,4,6,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,2
492,14,28,5,5,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
493,14,28,5,2,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
494,3,11,6,6,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,2
495,32,28,6,2,1,289,48,29,49,377.55,94,0,1,0,0,0,2,108,172,36,2
496,28,28,6,5,1,225,26,9,28,377.55,94,0,1,1,0,0,2,69,169,24,2
497,14,25,7,6,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,2
498,26,14,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,2
499,33,25,8,2,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,2
500,5,23,10,2,4,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2
502,33,23,11,2,4,248,25,14,47,284.031,97,0,1,2,0,0,1,86,165,32,2
503,1,25,11,5,4,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,2
504,3,28,12,2,4,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,2
505,1,25,12,5,4,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,2
506,30,28,12,2,2,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22,2
507,14,23,1,2,2,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,2
508,34,28,2,3,2,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28,2
509,3,27,2,2,2,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,2
510,24,23,2,3,2,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,2
511,15,23,2,3,2,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,2
512,24,28,3,6,2,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2
513,3,28,3,2,2,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,2
514,36,23,3,6,3,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,2
515,24,28,3,3,3,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2
516,34,11,4,4,3,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2
517,33,23,5,4,3,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2
518,17,11,5,2,3,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2
519,22,25,5,2,3,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2
520,34,28,6,3,3,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2
521,3,28,6,2,1,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2
522,28,23,6,4,1,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2
523,36,23,6,4,1,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2
524,22,21,6,4,1,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2
525,24,28,6,6,1,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2
526,22,23,7,5,1,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2
527,24,28,7,3,1,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2
529,7,23,7,5,1,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2
530,15,28,8,5,1,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2
531,14,23,9,3,1,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2
532,15,28,9,5,1,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2
533,22,23,9,2,1,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,2
534,15,28,10,4,4,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,2
535,34,23,10,3,4,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,2
536,32,23,10,5,4,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,2
537,28,23,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,2
538,15,28,11,4,4,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,2
539,34,13,11,5,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,2
540,28,23,11,3,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
541,28,23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
542,10,28,11,2,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,2
543,17,18,12,6,4,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,2
544,28,23,12,3,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2
545,28,23,12,2,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2
546,17,25,1,5,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
547,17,25,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
548,17,25,1,4,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2
549,22,27,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2
550,22,27,1,4,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2
551,3,27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,2
552,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
553,3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
554,22,27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
555,29,28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28,2
556,3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
557,12,19,2,2,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,2
558,3,27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
559,22,13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
560,17,23,2,6,2,179,22,17,40,264.249,97,0,2,2,0,1,0,63,170,22,2
561,22,27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2
565,28,7,2,2,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
566,3,27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2
567,33,23,2,3,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,2
568,28,25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2
571,25,25,2,6,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,2
572,3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
573,33,23,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
574,3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
575,28,27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
576,28,25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2
578,22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
579,33,13,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2
580,3,27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2
581,9,25,3,4,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,2
583,22,23,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
584,22,13,3,2,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2
585,22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2
586,17,16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,2
587,10,23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,2
588,34,10,4,4,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,2
591,36,14,4,5,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,2
593,25,28,5,4,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
594,15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2
595,22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
596,36,23,5,2,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,2
597,22,27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2
598,25,23,5,5,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2
601,14,23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,2
602,22,27,6,6,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2
603,22,13,6,5,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2
604,15,28,6,5,3,291,31,12,40,275.089,96,0,1,1,1,0,1,73,171,25,2
605,34,8,6,6,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,2
606,12,19,7,6,1,233,51,1,31,264.604,93,0,2,1,1,0,8,68,178,21,2
607,34,23,7,4,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,2
608,3,11,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,1
609,3,11,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,1
610,11,23,8,3,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90,172,30,1
611,10,23,8,2,1,361,52,3,28,205.917,92,0,1,1,1,0,4,80,172,27,1
612,33,23,9,6,4,248,25,14,47,241.476,92,0,1,2,0,0,1,86,165,32,1
613,22,23,10,5,4,179,26,9,30,253.465,93,0,3,0,0,0,0,56,171,19,1
614,10,23,10,6,4,361,52,3,28,253.465,93,0,1,1,1,0,4,80,172,27,1
615,3,23,11,5,4,179,51,18,38,306.345,93,0,1,0,1,0,0,89,170,31,1
616,28,23,11,4,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,1
618,33,28,11,2,4,248,25,14,47,306.345,93,0,1,2,0,0,1,86,165,32,1
619,33,23,12,3,4,248,25,14,47,261.306,97,0,1,2,0,0,1,86,165,32,1
620,28,23,1,4,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,1
621,34,19,1,2,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,1
622,34,27,1,3,2,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,1
623,28,27,1,6,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,1
624,28,23,1,3,2,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,1
625,27,23,2,6,2,184,42,7,27,302.585,99,0,1,0,0,0,0,58,167,21,1
626,22,23,2,3,2,179,26,9,30,302.585,99,0,3,0,0,0,0,56,171,19,1
627,18,23,2,3,2,330,16,4,28,302.585,99,0,2,0,0,0,0,84,182,25,1
628,28,23,2,4,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,1
629,28,23,3,6,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1
630,22,13,3,2,3,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,1
