,ID,Reason_absence,Month_absence,Day_week,Seasons,Work_load_Average_day,Hit_target,Disciplinary_failure,Absenteeism_hours
603,33,28,4,6,3,"326,452",96,0,8
604,33,14,11,5,4,"268,519",93,0,4
605,33,0,10,6,4,"265,017",88,1,0
606,33,25,8,2,1,"265,615",94,0,2
607,33,26,4,2,3,"239,409",98,0,4
608,33,23,2,3,2,"264,249",97,0,2
609,33,23,10,4,4,"253,465",93,0,2
610,33,14,3,6,2,"343,253",95,0,3
611,33,23,11,2,4,"284,031",97,0,2
612,33,13,3,2,2,"222,196",99,0,2
613,33,23,5,4,3,"246,074",99,0,2
614,33,28,11,2,4,"306,345",93,0,1
615,33,23,9,6,4,"241,476",92,0,1
616,33,23,3,5,2,"222,196",99,0,3
617,33,23,3,2,2,"222,196",99,0,2
618,33,25,3,3,2,"222,196",99,0,3
619,33,19,4,4,3,"246,288",91,0,8
620,34,28,6,3,3,"253,957",95,0,2
621,34,28,5,3,3,"237,656",99,0,1
622,34,26,7,6,1,"275,312",98,0,4
623,34,10,4,2,3,"246,288",91,0,8
624,34,23,9,2,1,"241,476",92,0,4
625,34,11,4,4,3,"239,409",98,0,2
626,34,10,4,4,3,"246,288",91,0,2
627,34,11,11,2,4,"284,031",97,0,8
628,34,26,6,6,3,"275,089",96,0,8
629,34,9,11,3,4,"268,519",93,0,8
630,34,23,11,2,4,"268,519",93,0,8
631,34,28,8,3,1,"249,797",93,0,5
632,34,8,11,3,4,"268,519",93,0,8
633,34,27,1,2,2,"308,593",95,0,0
634,34,10,6,4,3,"275,089",96,0,8
635,34,28,2,3,2,"251,818",96,0,2
636,34,26,7,6,1,"230,29",92,0,8
637,34,28,7,3,1,"230,29",92,0,8
638,34,5,7,6,1,"275,312",98,0,8
639,34,28,8,3,1,"249,797",93,0,4
640,34,28,5,2,3,"246,074",99,0,1
641,34,19,12,3,4,"261,306",97,0,56
642,34,27,1,2,2,"308,593",95,0,2
643,34,27,1,3,2,"308,593",95,0,1
644,34,19,1,2,2,"308,593",95,0,1
645,34,19,12,3,4,"261,306",97,0,64
646,34,27,1,3,2,"308,593",95,0,2
647,34,8,5,4,3,"237,656",99,0,3
648,34,27,12,6,4,"261,306",97,0,2
649,34,8,6,6,1,"275,089",96,0,2
650,34,13,11,5,4,"268,519",93,0,2
651,34,25,6,2,1,"275,089",96,0,3
652,34,10,6,4,1,"275,089",96,0,3
653,34,23,9,3,4,"241,476",92,0,2
654,34,23,7,4,1,"264,604",93,0,2
655,34,27,1,4,2,"308,593",95,0,2
656,34,28,11,4,4,"268,519",93,0,3
657,34,23,6,2,3,"253,957",95,0,3
658,34,23,10,3,4,"284,853",91,0,2
659,34,28,7,2,1,"264,604",93,0,4
660,34,23,9,2,1,"241,476",92,0,3
661,34,23,10,3,4,"253,465",93,0,3
662,34,18,3,3,2,"244,387",98,0,8
663,34,28,9,3,1,"261,756",87,0,3
664,34,27,1,6,2,"308,593",95,0,2
665,34,25,12,3,4,"236,629",93,0,8
666,34,7,10,2,4,"265,017",88,0,3
667,34,11,11,4,4,"284,031",97,0,3
668,34,19,1,2,2,"330,061",100,0,32
669,34,27,1,5,2,"308,593",95,0,2
670,35,0,0,6,3,"271,219",95,0,0
671,36,19,6,5,3,"275,089",96,0,24
672,36,1,7,4,1,"275,312",98,0,8
673,36,0,3,5,3,"244,387",98,1,0
674,36,13,6,4,3,"377,55",94,0,8
675,36,23,6,4,1,"253,957",95,0,2
676,36,0,5,3,3,"237,656",99,1,0
677,36,13,4,4,3,"239,409",98,0,120
678,36,13,5,4,3,"378,884",92,0,24
679,36,13,6,4,3,"377,55",94,0,80
680,36,14,4,5,3,"246,288",91,0,2
681,36,13,3,4,3,"244,387",98,0,8
682,36,23,12,4,4,"261,306",97,0,2
683,36,23,5,2,3,"237,656",99,0,2
684,36,19,6,5,3,"275,089",96,0,3
685,36,5,5,3,3,"237,656",99,0,3
686,36,23,4,3,3,"246,288",91,0,3
687,36,14,3,3,3,"244,387",98,0,3
688,36,23,4,5,3,"326,452",96,0,1
689,36,13,8,5,1,"265,615",94,0,3
690,36,23,6,3,3,"377,55",94,0,1
691,36,23,8,5,1,"265,615",94,0,1
692,36,28,10,3,4,"265,017",88,0,1
693,36,28,9,5,4,"294,217",81,0,1
694,36,23,10,5,4,"265,017",88,0,1
695,36,28,12,3,4,"236,629",93,0,1
696,36,23,4,2,3,"239,409",98,0,1
697,36,23,7,6,1,"230,29",92,0,1
698,36,26,1,2,2,"330,061",100,0,4
699,36,23,3,6,3,"244,387",98,0,2
700,36,0,7,3,1,"239,554",97,1,0
701,36,0,10,6,4,"265,017",88,1,0
702,36,0,9,3,4,"241,476",92,1,0
703,36,0,10,4,4,"253,465",93,1,0
704,36,28,10,5,4,"265,017",88,0,1
705,37,23,11,6,4,"268,519",93,0,2
706,38,23,8,4,1,"205,917",92,0,2
707,39,8,5,4,3,"237,656",99,0,3
708,40,22,11,3,4,"268,519",93,0,8
709,41,13,3,3,2,"222,196",99,0,8
710,42,23,2,3,2,"251,818",96,0,2
711,43,26,7,2,1,"230,29",92,0,8
712,44,0,7,3,1,"239,554",97,1,0
713,45,13,11,6,4,"306,345",93,0,3
714,46,28,4,6,3,"326,452",96,0,2
715,47,0,10,3,4,"265,017",88,1,0
716,48,10,8,4,1,"205,917",92,0,8
717,49,23,11,2,4,"268,519",93,0,8
718,50,13,9,4,1,"294,217",81,0,8
719,51,23,6,5,3,"253,957",95,0,4
720,52,19,7,2,1,"239,554",97,0,40
721,53,25,6,2,1,"275,089",96,0,3
722,54,13,1,4,2,"313,532",96,0,8
723,55,19,5,6,3,"237,656",99,0,64
724,56,13,6,2,1,"275,089",96,0,3
725,57,18,8,2,1,"205,917",92,0,8
726,58,28,9,3,1,"261,756",87,0,1
727,59,18,7,5,1,"275,312",98,0,8
728,60,14,9,2,4,"241,476",92,0,32
729,61,28,6,6,3,"253,957",95,0,4
730,62,25,1,5,2,"313,532",96,0,2
731,63,22,6,5,3,"275,089",96,0,8
732,64,14,11,5,4,"268,519",93,0,3
733,65,12,5,3,3,"378,884",92,0,1
734,66,13,12,3,4,"280,549",98,0,16
735,67,23,6,4,1,"253,957",95,0,2
736,68,28,4,6,3,"326,452",96,0,4
737,69,23,7,6,1,"239,554",97,0,2
738,70,13,11,5,4,"268,519",93,0,2
739,71,27,3,2,2,"222,196",99,0,3
740,72,10,6,4,1,"275,089",96,0,3
741,73,19,6,5,3,"275,089",96,0,3
742,74,23,10,4,4,"253,465",93,0,2
743,75,27,6,6,3,"275,089",96,0,2
744,76,18,11,4,4,"284,031",97,0,1
745,77,14,5,5,3,"237,656",99,0,8
746,78,11,2,2,2,"302,585",99,0,8
747,79,3,1,4,2,"330,061",100,0,8
748,80,19,4,2,3,"246,288",91,0,8
749,81,7,4,2,3,"246,288",91,0,24
750,82,22,7,3,1,"264,604",93,0,16
751,83,21,3,5,2,"244,387",98,0,8
752,84,0,9,5,1,"294,217",81,1,0
753,85,26,7,4,1,"275,312",98,0,8
754,86,10,11,4,4,"284,031",97,0,8
755,87,28,7,3,1,"230,29",92,0,2
756,88,18,8,4,1,"205,917",92,0,8
757,89,0,10,2,4,"284,853",91,1,0
758,90,27,6,4,3,"275,089",96,0,3
759,91,26,12,6,4,"280,549",98,0,8
760,92,22,2,2,2,"251,818",96,0,8
761,93,23,6,3,3,"377,55",94,0,1
762,94,27,2,2,2,"251,818",96,0,3
763,95,28,2,6,2,"302,585",99,0,2
764,96,10,6,6,3,"377,55",94,0,8
765,97,27,4,6,3,"246,288",91,0,2
766,98,23,4,6,3,"326,452",96,0,3
767,99,13,5,2,3,"246,074",99,0,16
768,100,19,2,2,2,"264,249",97,0,2
769,101,13,4,4,3,"326,452",96,0,24
770,102,23,3,2,2,"222,196",99,0,2
771,103,23,10,3,4,"284,853",91,0,3
772,104,18,1,3,2,"308,593",95,0,8
773,105,19,7,2,1,"275,312",98,0,32
774,106,27,2,4,2,"251,818",96,0,3
775,107,23,10,3,4,"284,853",91,0,2
776,108,23,6,2,3,"253,957",95,0,3
777,109,6,5,4,3,"237,656",99,0,3
778,110,22,6,5,3,"377,55",94,0,8
779,111,8,11,3,4,"268,519",93,0,8
780,112,0,5,4,3,"378,884",92,1,0
781,113,28,11,6,4,"284,031",97,0,3
782,114,23,9,3,4,"261,756",87,0,8
783,115,22,12,4,4,"261,306",97,0,8
784,116,23,7,5,1,"230,29",92,0,2
785,117,28,6,2,3,"253,957",95,0,4
786,118,28,3,6,2,"244,387",98,0,4
787,119,1,7,2,1,"239,554",97,0,8
788,120,23,2,3,2,"264,249",97,0,3
789,121,25,11,5,4,"284,031",97,0,2
790,122,23,9,3,4,"241,476",92,0,2
791,123,28,5,4,3,"237,656",99,0,2
792,124,11,3,3,3,"343,253",95,0,8
793,125,28,6,2,1,"253,957",95,0,2
794,126,28,9,3,1,"261,756",87,0,1
795,127,18,5,3,3,"378,884",92,0,8
796,128,28,5,3,3,"237,656",99,0,1
797,129,27,2,4,2,"251,818",96,0,3
798,130,18,8,5,1,"205,917",92,0,8
799,131,23,12,3,4,"236,629",93,0,1
800,132,23,3,4,2,"222,196",99,0,8
801,133,0,0,3,1,"271,219",95,0,0
802,134,10,4,4,3,"246,288",91,0,2
803,135,23,12,2,4,"280,549",98,0,2
804,136,27,1,5,2,"308,593",95,0,2
805,137,0,9,2,4,"241,476",92,1,0
